sentence_id,source_doc,page_num,raw_text,predicted_type,signals,confidence_score,is_constraint,constraint_type,entities,threshold,exception,notes,word_count
CONTRACT_1299,contract_v5,291,"Lunch Period Employees on straight tricks or tours of duty shall be allowed a thirty (30) minute lunch period, without deduction of pay, as nearly as practicable between the third and sixth hours of work.",HARD,deontic:obligation,2,,,,,,,35
CONTRACT_0723,contract_v5,182,"Despite the fact that the letters ""AVA"" stand for the words ""Additional Vacation Allowance"", the so-called AVA days shall in no event be added to vacations or used in a group as a vacation period.",HARD,deontic:obligation,2,,,,,,,35
CONTRACT_1768_p2,contract_v5,388,5) If a stretch of emergency work commences prior to the beginning of an employee's scheduled day off and continues into such day off for not more than two,HARD,deontic:obligation|deontic:preference,2,,,,,,,29
CONTRACT_1934,contract_v5,436,"At any time during the term of this Agreement, Welfare Benefit Trust reserves or fund balances or the like, including any funds associated with the 25/55 program, may be accessed for expenses by the Welfare Benefit Trust, in the event the Authorities do not make contributions.",SOFT,deontic:permission,2,,,,,,,46
CONTRACT_0535,contract_v5,163,The Authority shall be guided by a policy of progressive discipline in the administration of its disciplinary procedures.,HARD,deontic:obligation,2,,,,,,,18
CONTRACT_1158,contract_v5,258,This shall also apply in assignments from fixed day shifts to rotating shifts.,HARD,deontic:obligation,2,,,,,,,13
CONTRACT_0985,contract_v5,216,(2) terminals and for the purpose of computing overtime it shall be considered as actual overtime.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_0835,contract_v5,196,"When an employee is required to attend a departmental hearing or investigation, a properly designated Union representative will be permitted to be present as an observer.",HARD,deontic:obligation,2,,,,,,,26
CONTRACT_0330,contract_v5,138,"The Authority will continue to provide for the employees covered by this Agreement who are members of the New York City Employees' Retirement System and who are eligible and do not elect to contribute to the retirement system for the right to retire after 20 years of allowable service as a transit employee with retirement allowance payable at or after age 50, pensions-for-increased-take-home-pay benefits to the extent of a reduced rate of contribution factor of 2-1/2% during the term of this Agreement, provided, however, that there shall be in existence enabling legislation which will permit the Authority, with the approval of the Mayor, to provide such benefit. 2.",HARD,deontic:obligation,2,,,,,,LONG_UNSPLIT,108
CONTRACT_1354,contract_v5,302,"Further pursuant to that same Resolution, should vacancies develop in Surface, while there exists excesses in the Subway, Turnstile Maintainers in the Subway, who were previously transferred from Surface under the terms of said Resolution, shall be given priority as among themselves to elect to return to Surface, and in the event that voluntary selection by this priority group fail to fill such vacancies as they occur, the vacancies will be filled by assignment of the junior men in the Surface group in the inverse order of their seniority.",HARD,deontic:obligation|deontic:preference,2,,,,,,LONG_UNSPLIT,89
CONTRACT_0806,contract_v5,192,"It shall also include the thirty-minute lunch period allowance granted to Transit Property Protection Agents as well as the ten-minute reporting allowance granted to Tower Operators, Road Car Inspector, Emergency Light Maintainers, and Mechanical Maintainers ""B"" who are entitled to same under Article III or IV.",HARD,deontic:obligation,2,,,,,,,46
CONTRACT_1065,contract_v5,236,"Cold Weather Work If an employee, after being released upon the completion of his/her regular tour of duty and before the commencement of his/her next regular tour of duty, but not on his/her regular day off, is required to report back for cold weather work, not including snow or sleet storm duty, he/she will be allowed time and one-half for all such work, provided, however, that if he/she is ordered to and does report for such work five",HARD,deontic:obligation,2,,,,,,,78
CONTRACT_1134,contract_v5,249,Overtime work assignments shall comply with Section 1.12 of this Agreement. 123,HARD,deontic:obligation,2,,,,,,,12
CONTRACT_0372,contract_v5,143,The committee may make recommendations to the Authorities concerning the farming out of work.,SOFT,deontic:permission,2,,,,,,,14
CONTRACT_0707,contract_v5,181,"He/she shall not, however, carry over to a subsequent vacation year a vacation which he/she may have missed because of being away on military leave of absence.",HARD,deontic:prohibition|deontic:obligation|deontic:permission,2,,,,,,,27
CONTRACT_1561,contract_v5,345,"In the event that an employee is restored to service after a predisciplinary suspension, and such restoration is with back-pay, then NYC Transit shall reimburse the employee for C.O.B.R.A. purchased during the period for which the employee received back pay. 6.",HARD,deontic:obligation,2,,,,,,,41
